"PHEC_result_ID","PHEC_result_groups_ID","result_groups_approval_status","result_groups_capacity","result_groups_description","result_groups_display_name","result_groups_id","result_groups_image_display_url","result_groups_image_url","result_groups_is_organization","result_groups_name","result_groups_revision_id","result_groups_state","result_groups_title","result_groups_type"
"847","1013","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"847","1014","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"848","1015","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"848","1016","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"849","1017","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"849","1018","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"850","1019","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"850","1020","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"851","1021","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"851","1022","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"852","1023","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"852","1024","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"853","1025","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"853","1026","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"854","1027","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"854","1028","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"855","1029","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"855","1030","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"856","1031","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"856","1032","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"857","1033","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"857","1034","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"858","1035","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"858","1036","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"859","1037","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"859","1038","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"860","1039","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"860","1040","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"861","1041","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
"861","1042","approved","member","Datasets from the NHS England Statistical Work Areas","Statistics","58577baf-1467-439e-aa44-9456d8aba9f4","","","False","statistics","6a8634b7-667d-413d-b8d2-f58fa237b35d","active","Statistics","group"
"862","1043","approved","member","Statistics and information on Direct Access Audiology. This section holds data on the number of referral to treatment (RTT) completed pathways and incomplete pathways for Direct Access Audiology.","Direct Access Audiology","baf5199d-f745-47e5-a93e-24da268f31fd","","","False","direct_access_audiology","491834da-34c2-4bbc-a02e-0c96c030e053","active","Direct Access Audiology","group"
